,Words,Frequency
17535,выздоровела,22
17536,празднует,9
17537,серии,50
17538,прочтение,18
17539,ухудшило,8
17540,пессимистичные,14
17541,отделить,40
17542,положительные,312
17543,моменты,77
17544,контекста,45
17545,в17,3
17546,оценивают,108
17547,видеороликов,12
17548,youtube-блогера,15
17549,записал,14
17550,видеоролика,11
17551,рассказывал,55
17552,протестах,9
17553,делился,7
17554,награждении,11
17555,ролик,15
17556,сделан,78
17557,развлекательной,15
17558,манере,18
17559,принципу,80
17560,просмотра,36
17561,роликов,7
17562,составляла,130
17563,смотревших,10
17564,видео,60
17565,событиях,48
17566,убивался,8
17567,видеоролики,33
17568,добрых,12
17569,подняли,56
17570,развлекательный,15
17571,ролика,6
17572,абстрагироваться,16
17573,фона,8
17574,плохих,36
17575,немедленному,12
17576,тратят,36
17577,чтение,30
17578,слепоты,56
17579,мексики,56
17580,офтальмологическое,18
17581,недоношенными,52
17582,тесном,18
17583,периорбитальный,15
17584,хемоз,5
17585,конъюнктивы,11
17586,края,64
17587,роговицы,40
17588,глазного,24
17589,дна,12
17590,ретинопатии,22
17591,стекловидное,12
17592,недоношенностью,15
17593,гемодинамики,12
17594,кислородная,22
17595,вызваны,133
17596,ворота,30
17597,вашего,108
17598,сетчатки,88
17599,ана,3
17600,мартинес-кастелланос,20
17601,«британским,22
17602,«индийским»,11
17603,альфа-вариант,13
17604,весной-летом,12
17605,британца,16
17606,вытеснил,24
17607,сходной,28
17608,выздоравливали,70
17609,день-два,8
17610,перевернул,10
17611,схожими,49
17612,встречались,385
17613,невысокими,10
17614,индийцем,8
17615,потребовалось,195
17616,британец,16
17617,опровержение,48
17618,привлекательной,15
17619,занижен,7
17620,рассмотрела,33
17621,семьях,96
17622,юта,6
17623,идентичным,10
17624,различалась,22
17625,инфицированный,252
17626,одинаковые,90
17627,техасским,9
17628,анестезиологов,42
17629,подтвержденные,70
17630,рожавших,24
17631,техаса,42
17632,переносивших,24
17633,выживание,135
17634,платят,6
17635,цену,20
17636,прокомментировал,336
17637,репродуктивный,70
17638,иммунолог,99
17639,гил,3
17640,мор,3
17641,уйэна,5
17642,кесаревым,18
17643,сечением,8
17644,меру,20
17645,десятой,21
17646,родившей,16
17647,неслучайно,30
17648,значительные,132
17649,гестационный,72
17650,понижен,7
17651,удобство,24
17652,услуги,120
17653,покидая,14
17654,дом,99
17655,ехать,30
17656,очередях,24
17657,стоянку,7
17658,отпрашиваться,13
17659,няню,4
17660,обстоятельства,154
17661,сэкономить,80
17662,полезности,20
17663,формата,14
17664,однозначны,10
17665,дешевле,133
17666,галаничева,30
17667,стратегической,14
17668,блок,8
17669,вск,3
17670,розничная,9
17671,стоимость,297
17672,варьирует,27
17673,специализации,52
17674,квалификации,108
17675,обходится,99
17676,личная,36
17677,сокращение,160
17678,удаленное,18
17679,консультирование,48
17680,помогало,56
17681,траты,25
17682,долларов,280
17683,удобнее,14
17684,добирается,20
17685,инвалидах,9
17686,районах,175
17687,ощутить,56
17688,владеющие,18
17689,умеющие,7
17690,современная,154
17691,ушла,24
17692,российскому,88
17693,специальном,99
17694,возможностями,130
17695,телемедицинского,16
17696,страхователей,13
17697,дмс,12
17698,увеличивающие,52
